"Name";"Size";"ID";"Source";"Color"
"Kobold Commando";"S";NA;NA;NA
"Kobold Commoner";"";NA;NA;NA
"Kobold Conqueror of Dakarnok";"S";NA;NA;NA
"Kobold Dragon Shaman";"S";NA;NA;NA
"Kobold Dragoncaller";"S";NA;NA;NA
"Kobold Dragonshield";"S";NA;NA;NA
"Kobold Dragonsinger";"S";NA;NA;NA
"Kobold Elite";"";NA;NA;NA
"Kobold Hero";"S";NA;NA;NA
"Kobold Hunting Drake";"M";NA;NA;NA
"Kobold Inventor";"S";NA;NA;NA
"Kobold King";"S";NA;NA;NA
"Kobold Poison Fanatic";"S";NA;NA;NA
"Kobold Riding Drake";"M";NA;NA;NA
"Kobold Scale Sorcerer";"S";NA;NA;NA
"Kobold Scalepriest";"S";NA;NA;NA
"Kobold Shaman";"S";NA;NA;NA
"Kobold Skirmisher";"S";NA;NA;NA
"Kobold Sneak";"S";NA;NA;NA
"Kobold Soldier";"S";NA;NA;NA
"Kobold Spellclerk";"S";NA;NA;NA
"Kobold Sting of Kurtulmak";"S";NA;NA;NA
"Kobold Tinkerer";"S";"0c795229-378c-4a37-82f6-e0801ba2e6dd";"";"TRUE"
"Kobold Trapmaker";"S";NA;NA;NA
"Kobold Trapmaster of Gaknulak";"S";NA;NA;NA
"Kobold Trapsetter";"S";NA;NA;NA
"Kobold Trapsmith";"S";NA;NA;NA
"Kobold Underling";"S";NA;NA;NA
"Kobold Vampire Spawn";"S";NA;NA;NA
"Kobold War Leader of Kurtulmak";"S";NA;NA;NA
"Kobold War Machine";"L";NA;NA;NA
"Kobold Wyrmpriest";"S";NA;NA;NA
"Kobold Zombie";"S";NA;NA;NA
"Kok-lir";"H";NA;NA;NA
"Kol'daan";"";NA;NA;NA
"Kolasiah, Infernal Medusa";"L";NA;NA;NA
"Komodo Lizardfolk Champion";"M";NA;NA;NA
"Komodo Lizardfolk Sentry";"M";NA;NA;NA
"Kongamato";"L";NA;NA;NA
"Kopru";"M";NA;NA;NA
"Kopru Abomination";"L";NA;NA;NA
"Koralk (Harvester Devil)";"L";NA;NA;NA
"Korred";"S";NA;NA;NA
"Korred Druid";"S";NA;NA;NA
"Korred Elder";"S";NA;NA;NA
"Korred, Young";"S";NA;NA;NA
"Korrigan";"S";NA;NA;NA
"Koschei";"M";NA;NA;NA
"Kostchtchie";"L";NA;NA;NA
"Kot Bayun";"M";NA;NA;NA
"Krake Spawn";"H";NA;NA;NA
"Kraken";"G";"4f57ade3-34a4-6166-8d12-1638c98e4fe7";"https://talespire.thunderstore.io/package/isopropanol/MonsterK/";"FALSE"
"Kraken (From Surface)";"G";NA;NA;NA
"Kraken (Underwater)";"G";NA;NA;NA
"Kraken Hatchling";"H";NA;NA;NA
"Kraken Priest";"M";NA;NA;NA
"Kraul Death Priest";"M";NA;NA;NA
"Kraul Warrior";"M";NA;NA;NA
"Krenko";"S";NA;NA;NA
"Krenshar";"M";NA;NA;NA
"Krobulon";"L";NA;NA;NA
"Krotep";"M";NA;NA;NA
"Krull";"M";NA;NA;NA
"Kruthik Hive Lord";"L";NA;NA;NA
"Kruthik Hive Queen";"H";NA;NA;NA
"Kryt";"M";NA;NA;NA
"Kuan Ti, Chinese Avatar";"M";NA;NA;NA
"Kuan Yin, Chinese Avatar";"M";NA;NA;NA
"Kubot";"M";NA;NA;NA
"Kuldjargh";"M";NA;NA;NA
"Külmking";"L";NA;NA;NA
"Kung Fu Tzu, Chinese Avatar";"M";NA;NA;NA
"Kuo-toa";"M";NA;NA;NA
"Kuo-Toa";"M";NA;NA;NA
"Kuo-toa Archpriest";"M";NA;NA;NA
"Kuo-Toa Archpriest";"M";NA;NA;NA
"Kuo-Toa Cutter";"M";NA;NA;NA
"Kuo-Toa Drowner";"M";NA;NA;NA
"Kuo-toa Exalted Whip";"M";NA;NA;NA
"Kuo-toa Eye of Blipdoolpoolp";"M";NA;NA;NA
"Kuo-toa Grand Monitor";"M";NA;NA;NA
"Kuo-toa Harpooner";"M";NA;NA;NA
"Kuo-Toa Harpooner";"M";NA;NA;NA
"Kuo-toa Lash";"M";NA;NA;NA
"Kuo-toa Leviathan";"H";NA;NA;NA
"Kuo-toa Mad One";"M";NA;NA;NA
"Kuo-toa Monitor";"M";NA;NA;NA
"Kuo-Toa Monitor";"M";NA;NA;NA
"Kuo-toa Priest-King";"M";NA;NA;NA
"Kuo-toa Whip";"M";NA;NA;NA
"Kuo-Toa Whip";"M";NA;NA;NA
"Kura Okami, Japanese Avatar";"M";NA;NA;NA
"Kurgel";"S";NA;NA;NA
"Kurok-spirit";"L";NA;NA;NA
"Kuunganisha";"S";NA;NA;NA
"Kye, the Crimson Awakener";"M";NA;NA;NA
"Kyoshin";"M";NA;NA;NA
"Kyrilla, Accursed Gorgon";"L";NA;NA;NA
"Kysh";"M";NA;NA;NA
"Kyuss";"H";NA;NA;NA
"Labyrinth Keeper";"L";NA;NA;NA
"Lacedon";"M";NA;NA;NA
"Lady Fiona Wachter";"M";NA;NA;NA
"Lady Gondafrey";"M";NA;NA;NA
"Lady Illmarrow";"M";NA;NA;NA
"Lady In White";"M";NA;NA;NA
"Lady of Ravens";"M";NA;NA;NA
"Lady Tzilith";"M";NA;NA;NA
"Laeral Silverhand";"M";"6d7d2177-c7d4-dc00-1cfa-ee9448522801";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Laestrigonian Giant";"L";NA;NA;NA
"Laiba Nana Rosse";"M";NA;NA;NA
"Lake Troll";"L";NA;NA;NA
"Lamassu";"L";NA;NA;NA
"Lambent Witchfyre";"L";NA;NA;NA
"Lamia";"L";"9d7bbee4-bf0f-33e6-519c-8d01f307fcae";"https://talespire.thunderstore.io/package/isopropanol/MonsterL/";"FALSE"
"Lamia Noble";"L";NA;NA;NA
"Lamia Priestess of Graz'zt";"L";NA;NA;NA
"Lamia Queen";"L";NA;NA;NA
"Lamia Tyrant";"L";NA;NA;NA
"Lammasu";"L";NA;NA;NA
"Lammasu, Greater";"L";NA;NA;NA
"Lampad";"M";NA;NA;NA
"Lampad Vigilant";"M";NA;NA;NA
"Land Lamprey";"S";NA;NA;NA
"Langdedrosa Cyanwrath";"M";"dbfc2726-c6c5-ce38-0bc7-602bf460a65c";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Languishing";"M";NA;NA;NA
"Lantern Archon";"S";NA;NA;NA
"Lantern Beetle";"T";NA;NA;NA
"Lantern Dragonette";"T";NA;NA;NA
"Lao Tzu, Chinese Avatar";"M";NA;NA;NA
"Larethar Gulgrin";"M";NA;NA;NA
"Large Gorgemaw";"L";NA;NA;NA
"Large Mimic";"L";NA;NA;NA
"Larva";"M";NA;NA;NA
"Larva Mage";"M";NA;NA;NA
"Larval Feyr";"T";NA;NA;NA
"Laurin Ophidas";"M";NA;NA;NA
"Lava Child";"M";NA;NA;NA
"Lava Child Shaman";"M";NA;NA;NA
"Lava Keeper";"H";NA;NA;NA
"Lava Weird";"L";NA;NA;NA
"Lawbringer";"M";NA;NA;NA
"Lawmage";"M";NA;NA;NA
"Layla the Lizard";"M";NA;NA;NA
"Lazav";"M";NA;NA;NA
"Lazavik";"T";NA;NA;NA
"Lead Golem";"H";NA;NA;NA
"Leaellynasaura (Fastieth)";"M";NA;NA;NA
"Leaf Sorcerer";"T";NA;NA;NA
"Leanan";"M";NA;NA;NA
"Least horde demon";"T";NA;NA;NA
"Leathdhia";"M";NA;NA;NA
"Leech Swarm";"M";NA;NA;NA
"Legendary Air Elemental";"G";NA;NA;NA
"Legendary Cyclops";"H";NA;NA;NA
"Legendary Earth Elemental";"G";NA;NA;NA
"Legendary Fire Elemental";"G";NA;NA;NA
"Legendary Water Elemental";"G";NA;NA;NA
"Lei Kung, Chinese Avatar";"M";NA;NA;NA
"Lel";"M";NA;NA;NA
"Lemure";"M";"739bc21b-c7ef-6713-7648-27b09676cc05";"https://talespire.thunderstore.io/package/isopropanol/MonsterL/";"FALSE"
"Lemure, enhanced";"M";"739bc21b-c7ef-6713-7648-27b09676cc05";"https://talespire.thunderstore.io/package/isopropanol/MonsterL/";"FALSE"
"Lemurfolk";"S";NA;NA;NA
"Lemurfolk Greyfur";"S";NA;NA;NA
"Leng Spider";"H";NA;NA;NA
"Leonal";"M";NA;NA;NA
"Leonin";"M";NA;NA;NA
"Leonin Iconoclast";"M";NA;NA;NA
"Leonino";"T";NA;NA;NA
"Leprechaun";"S";NA;NA;NA
"Leshen";"L";NA;NA;NA
"Leshy";"M";NA;NA;NA
"Lesser Barghest";"M";NA;NA;NA
"Lesser Boneclaw";"L";NA;NA;NA
"Lesser Boneneedle";"S";NA;NA;NA
"Lesser Fire Crab";"S";NA;NA;NA
"Lesser horde demon";"S";NA;NA;NA
"Lesser Lunarchidna";"M";NA;NA;NA
"Lesser Merregon";"M";NA;NA;NA
"Lesser Narzugon";"M";NA;NA;NA
"Lesser Retriever";"L";NA;NA;NA
"Lesser Scrag";"M";NA;NA;NA
"Lesser Shadow";"M";NA;NA;NA
"Lesser Star Spawn Emissary";"M";NA;NA;NA
"Lesser Vampire";"M";NA;NA;NA
"Leucrotta";"L";NA;NA;NA
"Leucrotta Changesteed";"L";NA;NA;NA
"Leucrotta Female";"L";NA;NA;NA
"Leucrotta Fiend";"L";NA;NA;NA
"Leucrotta Matriarch";"H";NA;NA;NA
"Leviathan";"G";"80a03f91-8324-ca30-a237-1ddcfe9f291c";"https://talespire.thunderstore.io/package/isopropanol/MonsterL/";"FALSE"
"Leviathan, Maw of the Seas";"G";"80a03f91-8324-ca30-a237-1ddcfe9f291c";"https://talespire.thunderstore.io/package/isopropanol/MonsterL/";"FALSE"
"Lhammaruntosz";"H";NA;NA;NA
"Liara Portyr";"M";NA;NA;NA
"Library Automaton";"S";NA;NA;NA
"Lich";"M";"7ff2a6e1-2c02-45f5-a30b-4c8f67239661";"";"TRUE"
"Lich Hound";"M";NA;NA;NA
"Lichen Lich";"M";NA;NA;NA
"Life Priest";"M";NA;NA;NA
"Lifeleech Otyugh";"L";NA;NA;NA
"Lifferlas";"H";NA;NA;NA
"Light Cavalry";"M";NA;NA;NA
"Light Devourer";"M";NA;NA;NA
"Light Dragon Wyrmling";"M";NA;NA;NA
"Light Drake";"T";NA;NA;NA
"Light Elemental";"M";NA;NA;NA
"Light Elemental Myrmidon";"M";NA;NA;NA
"Light Mephit";"S";NA;NA;NA
"Light Priest";"M";NA;NA;NA
"Lightbender";"L";NA;NA;NA
"Lightbender Companion";"L";NA;NA;NA
"Lightning Elemental Myrmidon";"M";NA;NA;NA
"Lightning Gecko";"T";NA;NA;NA
"Lightning Golem";"M";NA;NA;NA
"Lightning Mephit";"S";NA;NA;NA
"Lightning Treant";"H";NA;NA;NA
"Likho";"M";NA;NA;NA
"Lilitu";"M";NA;NA;NA
"Lilxori";"M";NA;NA;NA
"Lily, the templar of Antares";"M";NA;NA;NA
"Liminal Drake";"L";NA;NA;NA
"Linan Swift";"";NA;NA;NA
"Lindwurm";"L";NA;NA;NA
"Lion";"L";NA;NA;NA
"Liondrake";"L";NA;NA;NA
"Lionwere";"L";NA;NA;NA
"Liosalfar";"L";NA;NA;NA
"Lithonnite";"L";NA;NA;NA
"Little girl";"M";NA;NA;NA
"Liu, Chinese Avatar";"M";NA;NA;NA
"Living Apocalypse";"H";NA;NA;NA
"Living Bigby's Hand";"L";NA;NA;NA
"Living Blade of Disaster";"S";NA;NA;NA
"Living Bog";"G";NA;NA;NA
"Living Breastplate";"S";NA;NA;NA
"Living Burning Hands";"M";NA;NA;NA
"Living Cloudkill";"L";NA;NA;NA
"Living Demiplane";"M";NA;NA;NA
"Living Doll";"T";NA;NA;NA
"Living Iron Statue";"M";NA;NA;NA
"Living Lightning Bolt";"L";NA;NA;NA
"Living Shade";"M";NA;NA;NA
"Living Spellbook";"L";NA;NA;NA
"Living Star";"H";NA;NA;NA
"Living Steel";"M";NA;NA;NA
"Living Temple";"G";NA;NA;NA
"Living Thunderwave";"M";NA;NA;NA
"Living Unseen Servant";"M";NA;NA;NA
"Living Wick";"S";NA;NA;NA
"Lizard";"T";NA;NA;NA
"Lizard King";"M";NA;NA;NA
"Lizard Queen";"M";NA;NA;NA
"Lizardfolk";"M";"47be84c3-a3ca-a543-00e3-96e23e083623";"https://talespire.thunderstore.io/package/isopropanol/MonsterL/";"FALSE"
"Lizardfolk Arcane Archer";"M";NA;NA;NA
"Lizardfolk Berserker";"M";NA;NA;NA
"Lizardfolk Champion of Sess'innek";"M";NA;NA;NA
"Lizardfolk Commoner";"M";NA;NA;NA
"Lizardfolk King";"M";NA;NA;NA
"Lizardfolk Marsh Mystic";"M";NA;NA;NA
"Lizardfolk Monk";"M";NA;NA;NA
"Lizardfolk Queen";"M";NA;NA;NA
"Lizardfolk Render";"L";NA;NA;NA
"Lizardfolk Scaleshield";"M";NA;NA;NA
"Lizardfolk Shaman";"M";NA;NA;NA
"Lizardfolk Subchief";"M";NA;NA;NA
"Lizardfolk Swampstalker";"M";NA;NA;NA
"Lizardfolk Vanguard";"M";NA;NA;NA
"Lizardfolk Witch Doctor";"M";NA;NA;NA
"Lizardfolk Zombie";"M";NA;NA;NA
"Loading Rig";"L";NA;NA;NA
"Locathah";"M";NA;NA;NA
"Locathah Hunter";"M";NA;NA;NA
"Locksmith";"M";NA;NA;NA
"Lodestar";"L";NA;NA;NA
"Lodestone Marauder";"L";NA;NA;NA
"Loki, Norse Avatar";"M";NA;NA;NA
"Lolth";"H";NA;NA;NA
"Lolth, Goddess of the drow";"G";NA;NA;NA
"Lonely Sorrowsworn";"M";NA;NA;NA
"Lonelywood Banshee";"M";NA;NA;NA
"Longbowman";"M";NA;NA;NA
"Lord Leo Dilisnya";"M";NA;NA;NA
"Lord of the Azer";"L";NA;NA;NA
"Lord of the Hunt";"M";NA;NA;NA
"Lord of Vultures";"L";NA;NA;NA
"Lord Syuul";"M";NA;NA;NA
"Lord Zombie";"M";NA;NA;NA
"Lords' Alliance Guard";"M";NA;NA;NA
"Lords' Alliance Spy";"M";NA;NA;NA
"Lore Bard";"M";NA;NA;NA
"Lore Master";"M";NA;NA;NA
"Lorehold Apprentice";"S M";NA;NA;NA
"Lorehold Pledgemage";"S M";NA;NA;NA
"Lorehold Professor of Chaos";"S M";NA;NA;NA
"Lorehold Professor of Order";"S M";NA;NA;NA
"Lorelei";"M";NA;NA;NA
"Losser Mirklav";"S";NA;NA;NA
"Lost Minotaur";"L";NA;NA;NA
"Lost Sorrowsworn";"M";NA;NA;NA
"Lothar";"M";NA;NA;NA
"Lotus Golem";"L";NA;NA;NA
"Lou Carcolh";"M";NA;NA;NA
"Loup Garou";"M";NA;NA;NA
"Love-scorned Soul";"M";NA;NA;NA
"Low Gorgon";"L";NA;NA;NA
"Loxoda";"H";NA;NA;NA
"Lu Hsing, Chinese Avatar";"M";NA;NA;NA
"Lubberkin";"S";NA;NA;NA
"Luck Dragon";"T";NA;NA;NA
"Luck Leech";"M";NA;NA;NA
"Ludmilla Vilisevic";"M";NA;NA;NA
"Lugh, Celtic Avatar";"M";NA;NA;NA
"Lunar Devil";"L";NA;NA;NA
"Lunar Dragon Wyrmling";"M";NA;NA;NA
"Lunar Ravager";"L";NA;NA;NA
"Lunarian";"M";NA;NA;NA
"Lune'Dra";"M";NA;NA;NA
"Lupinal";"M";NA;NA;NA
"Luposphinx";"L";NA;NA;NA
"Lurker Below";"M";NA;NA;NA
"Lustful";"M";NA;NA;NA
"Lymarien";"T";NA;NA;NA
"Lymarien Swarm";"L";NA;NA;NA
"Lynx Creatlach";"M";NA;NA;NA
"Lystrosaurus";"M";NA;NA;NA
"Mabaxa";"S";NA;NA;NA
"Macnia";"M";NA;NA;NA
"Macroscian";"L";NA;NA;NA
"Mad Golem";"H";NA;NA;NA
"Mad Piper";"L";NA;NA;NA
"Mad Slasher";"M";NA;NA;NA
"Madam Eva";"M";"403928a9-fb92-fad3-bdda-e5da81dd65ec";"https://talespire.thunderstore.io/package/simsete/CoS_Named_NPC_Pack/";"TRUE"
"Maddgoth's Homunculus";"L";NA;NA;NA
"Maedar";"M";NA;NA;NA
"Maegera the Dawn Titan";"G";NA;NA;NA
"Maeragorgon";"H";NA;NA;NA
"Mage";"M";NA;NA;NA
"Mage Hunter";"L";NA;NA;NA
"Mage, Legendary";"M";NA;NA;NA
"Magebred Mastiff";"M";NA;NA;NA
"Magebred Warhorse";"L";NA;NA;NA
"Mageslayer";"M";NA;NA;NA
"Mageslayer Assassin";"M";NA;NA;NA
"Magewright";"M";NA;NA;NA
"Maggie Keeneyes (Tier 1)";"L";NA;NA;NA
"Maggie Keeneyes (Tier 2)";"L";NA;NA;NA
"Maggie Keeneyes (Tier 3)";"L";NA;NA;NA
"Magister Umbero Zastro";"M";NA;NA;NA
"Magma Bear";"L";NA;NA;NA
"Magma Elemental Myrmidon";"M";NA;NA;NA
"Magma Hurler";"M";NA;NA;NA
"Magma Mephit";"S";NA;NA;NA
"Magma Mephit King";"S";NA;NA;NA
"Magma Octopus";"L";NA;NA;NA
"Magma Ooze";"L";NA;NA;NA
"Magma Paraelemental";"L";NA;NA;NA
"Magmin";"S";"6235e71b-7d3f-1492-a729-187d42dc7930";"https://talespire.thunderstore.io/package/isopropanol/MonsterM/";"FALSE"
"Magmin (or Magman)";"S";NA;NA;NA
"Magmoid";"L";NA;NA;NA
"Magnamanus, Dragon Tyrant";"G";NA;NA;NA
"Magnetic Elemental";"L";NA;NA;NA
"Magnifico";"M";NA;NA;NA
"Magugon";"H";NA;NA;NA
"Mahadi the Rakshasa";"M";NA;NA;NA
"Mahoru";"L";NA;NA;NA
"Maiden of Ice";"H";NA;NA;NA
"Majesto the Imp";"T";NA;NA;NA
"Major Malleable";"H";NA;NA;NA
"Maladrix";"M";NA;NA;NA
"Malakbel";"M";NA;NA;NA
"Male Steeder";"M";NA;NA;NA
"Malformed Kraken";"H";NA;NA;NA
"Malgrin";"L";NA;NA;NA
"Malicious Captain";"L";NA;NA;NA
"Malicious Footman";"M";NA;NA;NA
"Malicious lieutenant";"M";NA;NA;NA
"Maligno";"M";NA;NA;NA
"Malison, Yuan-Ti (type 1)";"M";NA;NA;NA
"Malison, Yuan-Ti (type 2)";"M";NA;NA;NA
"Malison, Yuan-Ti (type 3)";"M";NA;NA;NA
"Malivar";"M";NA;NA;NA
"Mallqui";"M";NA;NA;NA
"Malohin";"H";NA;NA;NA
"Malphas (Storm Crow)";"M";NA;NA;NA
"Malukant";"G";NA;NA;NA
"Mammon";"L";NA;NA;NA
"Mammon, Archduke of Greed";"H";NA;NA;NA
"Mammoth";"H";"98aa7d6e-4061-c2bb-1881-a96e47731420";"https://talespire.thunderstore.io/package/Trash_Panda/Trash_Pandas_Icewind_Dale_Asset_Pack/";"TRUE"
"Mammoth Beetle";"H";NA;NA;NA
"Mamura";"S";NA;NA;NA
"Manabane Scarab Swarm";"M";NA;NA;NA
"Manafret Cherryport";"S";NA;NA;NA
"Manananggal";"M";NA;NA;NA
"Manannan mc Lir, Celtic Avatar";"M";NA;NA;NA
"Manastorm Golem";"M";NA;NA;NA
"Mandragora";"S";NA;NA;NA
"Mandragoras";"T";NA;NA;NA
"Mandrake";"T";NA;NA;NA
"Mandriano";"L";NA;NA;NA
"Mandrill";"S";NA;NA;NA
"Mane";"S";NA;NA;NA
"Manes";"S";NA;NA;NA
"Manggus";"L";NA;NA;NA
"Mangrove Treant";"H";NA;NA;NA
"Manshoon";"M";"e3974a02-53c3-9c56-734b-4e1c2555ba9d";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Manshoon Simulacrum";"M";NA;NA;NA
"Manster";"L";NA;NA;NA
"Mantari";"M";NA;NA;NA
"Manticore";"L";"3a6bfe25-fcb0-4682-81a5-047fc122b1f9";"";"TRUE"
"Manticore Alpha";"H";NA;NA;NA
"Manticore Revenant";"L";NA;NA;NA
"Manticore Skirmisher";"L";NA;NA;NA
"Manticore Stalker";"L";NA;NA;NA
"Manticore, Heart-Piercer";"L";"3a6bfe25-fcb0-4682-81a5-047fc122b1f9";"";"TRUE"
"Mantik, Barbed King of the Manticores";"H";NA;NA;NA
"Mantimera";"L";NA;NA;NA
"Mantrap";"L";NA;NA;NA
"Maodon";"M";NA;NA;NA
"Map Mimic";"T";NA;NA;NA
"Marble-Eye";"T";NA;NA;NA
"Marcus the Magi";"M";NA;NA;NA
"Mareena Feywinter Teacher of History";"M";NA;NA;NA
"Margoyle";"M";NA;NA;NA
"Margoyle, Greater";"L";NA;NA;NA
"Mari Lwyd";"L";NA;NA;NA
"Mariachi";"M";NA;NA;NA
"Mariachi Band";"M";NA;NA;NA
"Marid";"L";NA;NA;NA
"Marid (Water Genie)";"L";NA;NA;NA
"Marid Padisha";"H";NA;NA;NA
"Marid Tidesinger";"L";NA;NA;NA
"Marilith";"L";"3a684e93-5482-612a-64a1-c754847843a7";"https://talespire.thunderstore.io/package/isopropanol/MonsterM/";"FALSE"
"Marilith General";"L";NA;NA;NA
"Marine Basilisk";"L";NA;NA;NA
"Markham Southwell";"M";NA;NA;NA
"Marlos Urnrayle";"M";NA;NA;NA
"Marraenoloth";"M";NA;NA;NA
"Marrow Knight";"L";NA;NA;NA
"Marsh Dire";"M";NA;NA;NA
"Marshal";"M";NA;NA;NA
"Martial Arts Adept";"M";NA;NA;NA
"Martial Band";"H";NA;NA;NA
"Martial Commander";"M";NA;NA;NA
"Marut";"L";NA;NA;NA
"Marut Concordant";"L";NA;NA;NA
"Marut Guard";"M";NA;NA;NA
"Mary Greymalkin";"M";NA;NA;NA
"Mask Wight";"M";NA;NA;NA
"Masked Killer";"M";NA;NA;NA
"Massive Malleable";"G";NA;NA;NA
"Master-at-Arms";"M";NA;NA;NA
"Master Arcane Trickster";"M";NA;NA;NA
"Master Assassin";"M";NA;NA;NA
"Master Duelist";"M";NA;NA;NA
"Master of Cruelties";"L";NA;NA;NA
"Master of Demon Mountain";"M";NA;NA;NA
"Master of Demon Mountain (Midgard Version)";"M";NA;NA;NA
"Master of Souls";"M";NA;NA;NA
"Master of the Five Spires";"M";NA;NA;NA
"Master Sage";"M";NA;NA;NA
"Master Swordsman";"M";NA;NA;NA
"Master Thief";"M";NA;NA;NA
"Mastermind";"M";NA;NA;NA
"Mastiff";"M";"062e86bd-371a-77c7-ad18-471fdf16c364";"https://talespire.thunderstore.io/package/simsete/simsetes_Monster_Manual_Minis_Pack/";"TRUE"
"Mastodon (Pleistocene Animal)";"H";NA;NA;NA
"Math Mathonwy, Celtic Avatar";"M";NA;NA;NA
"Matriarch Serpentine Lamia";"L";NA;NA;NA
"Mature Adult Black Dragon";"G";NA;NA;NA
"Mature Adult Blue Dragon";"G";NA;NA;NA
"Mature Adult Green Dragon";"G";NA;NA;NA
"Mature Adult Red Dragon";"G";NA;NA;NA
"Mature Adult White Dragon";"G";NA;NA;NA
"Mature Nabassu";"M";NA;NA;NA
"Maug";"L";NA;NA;NA
"Maul Brute";"M";NA;NA;NA
"Maul Crusher";"M";NA;NA;NA
"Maul Juggernaut";"M";NA;NA;NA
"Maur (Hunched Giant)";"L";NA;NA;NA
"Maurezhi";"M";NA;NA;NA
"Maurezhi Lord";"L";NA;NA;NA
"Mavawhan";"M";NA;NA;NA
"Mavka";"M";NA;NA;NA
"Maw Demon";"M";NA;NA;NA
"Maw of Sekolah";"H";NA;NA;NA
"Maxeene";"L";NA;NA;NA
"Mazareen";"S";NA;NA;NA
"Mbielu";"H";NA;NA;NA
"Mead Archon";"M";NA;NA;NA
"Meazel";"M";NA;NA;NA
"Meazel Assassin";"M";NA;NA;NA
"Meazel Thug";"M";NA;NA;NA
"Mechanical Bird";"T";NA;NA;NA
"Mechanoid Emulator";"M";NA;NA;NA
"Mechuiti, Demon Lord of Apes";"G";NA;NA;NA
"Medusa";"M";"bc712c66-a4d4-3f2d-6367-e9f7a36cbcd5";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Medium_Monsters/";"TRUE"
"Medusa Archer";"M";NA;NA;NA
"Medusa Shroud of Zehir";"M";NA;NA;NA
"Medusa, Greater";"L";"bc712c66-a4d4-3f2d-6367-e9f7a36cbcd5";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Medium_Monsters/";"TRUE"
"Meenlock";"T";NA;NA;NA
"Meenlock Corruptor";"S";NA;NA;NA
"Meenlock Elder";"S";NA;NA;NA
"Meenlock Half-Spawn";"S";NA;NA;NA
"Meenlock Incubator";"S";NA;NA;NA
"Meenlock Stalker";"S";NA;NA;NA
"Meeseeks";"";NA;NA;NA
"Megalania Monitor";"L";NA;NA;NA
"Megaloceros";"H";NA;NA;NA
"Megapede";"L";NA;NA;NA
"Megapede (version 2)";"G";NA;NA;NA
"Megaraptor Skeleton";"L";NA;NA;NA
"Mei-gudu-xiqi-laogui";"M";NA;NA;NA
"Mei-gudugui";"M";NA;NA;NA
"Mei-xiqigui";"M";NA;NA;NA
"Mei Jiao Shou";"G";NA;NA;NA
"Meigui";"M";NA;NA;NA
"Mekillot";"H";NA;NA;NA
"Mekillot Dirk";"G";NA;NA;NA
"Melancholic Imp";"T";NA;NA;NA
"Melannor Fellbranch";"M";NA;NA;NA
"Meletian Hoplite";"M";NA;NA;NA
"Meloon Wardragon";"M";NA;NA;NA
"Melusina";"M";NA;NA;NA
"Memory-Eater";"M";NA;NA;NA
"Mephistopheles";"L";NA;NA;NA
"Mercane";"L";NA;NA;NA
"Mercenary";"M";NA;NA;NA
"Mercenary Envoy";"M";NA;NA;NA
"Mercion";"M";"998af095-91dc-8e63-7522-f45c7e0e09e3";"https://talespire.thunderstore.io/package/KaneOfMars/Valors_Call_Pack/";"TRUE"
"Merfolk";"M";"580b5cd4-c21d-29be-c847-9ac2f224df7b";"https://talespire.thunderstore.io/package/isopropanol/MonsterM/";"FALSE"
"Merfolk Hydromancer";"M";NA;NA;NA
"Merfolk Priest";"M";NA;NA;NA
"Merfolk Salvager";"M";NA;NA;NA
"Merfolk Scout";"M";NA;NA;NA
"Merfolk Shaman";"M";NA;NA;NA
"Meridiana of Velvet Silk";"M";NA;NA;NA
"Merihim";"H";NA;NA;NA
"Merregon";"M";NA;NA;NA
"Merregon Hellguard";"M";NA;NA;NA
"Merrenoloth";"M";NA;NA;NA
"Merrow";"L";"8a2f31cf-7ab4-a3a5-4a79-2e6e71ed9162";"https://talespire.thunderstore.io/package/isopropanol/MonsterM/";"FALSE"
"Merrow Champion";"L";NA;NA;NA
"Merrow Shallowpriest";"L";NA;NA;NA
"Merrow Shaman";"L";NA;NA;NA
"Merskarab";"M";NA;NA;NA
"Mesmer Octopus";"S";NA;NA;NA
"Metallic Peacekeeper";"M";NA;NA;NA
"Metallic Warbler";"T";NA;NA;NA
"Metee-Kolen-Ol";"M";NA;NA;NA
"Metzli, Aztec Avatar";"M";NA;NA;NA
"Mezzoloth";"M";NA;NA;NA
"Mezzoloth Rune Veteran";"M";NA;NA;NA
"Mi-Go";"M";NA;NA;NA
"Mictlantecuhtli, Aztec Avatar";"M";NA;NA;NA
"Midnight Peddler";"M";NA;NA;NA
"Might Sliver";"L";NA;NA;NA
"Mighty Servant of Leuk-o";"H";NA;NA;NA
"Miirym";"L";NA;NA;NA
"Mill Slug";"G";NA;NA;NA
"Millitaur";"L";NA;NA;NA
"Mimic";"M";"1901d976-f7b9-4514-8500-f21b6c3756cd";"";"TRUE"
"Mimic Chair";"M";NA;NA;NA
"Mimic, Enormous";"H";"1901d976-f7b9-4514-8500-f21b6c3756cd";"";"TRUE"
"Mind Drinker Vampire";"M";NA;NA;NA
"Mind Flayer";"M";NA;NA;NA
